652
0.999999     5.0157246E-7
0.98499954     0.007510121
0.970003     0.014741612
0.95501256     0.021698842
0.94003105     0.028385682
0.9250616     0.034806006
0.9101071     0.040963676
0.8951706     0.046862576
0.8802551     0.052506562
0.86536366     0.0578995
0.85049915     0.063045286
0.8356647     0.06794776
0.82086325     0.0726108
0.80609775     0.077038296
0.7913713     0.08123409
0.7766867     0.085202076
0.7620473     0.0889461
0.7474558     0.09247006
0.73291534     0.095777795
0.71842885     0.0988732
0.7039994     0.101760134
0.6896298     0.10444246
0.67532337     0.106924064
0.66108286     0.10920881
0.6469114     0.11130056
0.63281196     0.113203205
0.6187874     0.11492058
0.604841     0.1164566
0.5909754     0.117815085
0.57719404     0.11899995
0.5634995     0.12001504
0.549895     0.12086422
0.5363835     0.12155138
0.52296805     0.12208036
0.50965154     0.12245508
0.49643707     0.12267937
0.4833276     0.12275712
0.4703261     0.122692175
0.4574356     0.122488424
0.44465917     0.12214975
0.43199962     0.12167998
0.41946018     0.12108302
0.4070437     0.120362744
0.39475322     0.11952299
0.38259172     0.11856765
0.3705622     0.117500596
0.35866776     0.1163257
0.34691125     0.115046814
0.3352958     0.113667816
0.3238243     0.11219257
0.3124998     0.11062498
0.3013253     0.10896887
0.2903038     0.10722813
0.27943832     0.105406635
0.26873183     0.10350825
0.25818732     0.10153684
0.24780786     0.0994963
0.23759636     0.097390465
0.22755587     0.09522322
0.21768937     0.09299842
0.20799989     0.090719976
0.19849041     0.08839173
0.18916392     0.08601754
0.18002343     0.083601296
0.17107193     0.081146866
0.16231245     0.07865812
0.15374796     0.076138906
0.14538147     0.07359313
0.13721597     0.071024634
0.12925448     0.0684373
0.121499985     0.065835
0.1139555     0.06322159
0.10662401     0.060600966
0.09950851     0.057976972
0.09261203     0.05535349
0.08593752     0.052734386
0.07948803     0.050123528
0.07326653     0.047524795
0.067276016     0.044942044
0.06151951     0.04237916
0.056     0.039840005
0.050720505     0.037328452
0.045684002     0.034848362
0.040893503     0.032403618
0.036352     0.029998083
0.032062493     0.027635623
0.028027995     0.025320116
0.024251493     0.02305543
0.020735996     0.020845436
0.017484495     0.018694
0.014499996     0.016604997
0.011785498     0.014582293
0.0093439985     0.012629759
0.007178499     0.010751264
0.005291999     0.008950679
0.0036874996     0.0072318744
0.0023679999     0.0055987197
0.0013365     0.004055085
5.96E-4     0.0026048403
1.4949999E-4     0.0012518552
 1.4949999E-4     -0.0011449351
 5.96E-4     -0.0021814802
 0.0013365     -0.0031122451
 0.0023679999     -0.00393984
 0.0036874996     -0.0046668747
 0.005291999     -0.0052959593
 0.007178499     -0.005829705
 0.0093439985     -0.0062707206
 0.011785498     -0.006621615
 0.014499996     -0.0068850005
 0.017484495     -0.0070634843
 0.020735996     -0.0071596797
 0.024251493     -0.0071761953
 0.028027995     -0.0071156397
 0.032062493     -0.006980626
 0.036352     -0.0067737615
 0.040893503     -0.006497656
 0.045684002     -0.006154921
 0.050720505     -0.005748166
 0.056     -0.00528
 0.06151951     -0.004753032
 0.067276016     -0.0041698795
 0.07326653     -0.0035331436
 0.07948803     -0.0028454382
 0.08593752     -0.002109373
 0.09261203     -0.0013275612
 0.09950851     -5.0260685E-4
 0.10662401     3.6288053E-4
 0.1139555     0.0012662839
 0.121499985     0.0022049975
 0.12925448     0.0031764116
 0.13721597     0.004177915
 0.14538147     0.0052068997
 0.15374796     0.0062607527
 0.16231245     0.00733687
 0.17107193     0.008432629
 0.18002343     0.009545436
 0.18916392     0.010672668
 0.19849041     0.011811724
 0.20799989     0.012959987
 0.21768937     0.014114847
 0.22755587     0.015273703
 0.23759636     0.016433937
 0.24780786     0.017592944
 0.25818732     0.018748108
 0.26873183     0.019896824
 0.27943832     0.02103648
 0.2903038     0.02216446
 0.3013253     0.023278166
 0.3124998     0.024374979
 0.3238243     0.025452293
 0.3352958     0.026507504
 0.34691125     0.027537985
 0.35866776     0.028541142
 0.3705622     0.029514354
 0.38259172     0.03045502
 0.39475322     0.031360526
 0.4070437     0.032228258
 0.41946018     0.03305561
 0.43199962     0.03383998
 0.44465917     0.034578748
 0.4574356     0.035269298
 0.4703261     0.035909034
 0.4833276     0.03649534
 0.49643707     0.037025608
 0.50965154     0.03749723
 0.52296805     0.03790758
 0.5363835     0.038254067
 0.549895     0.038534075
 0.5634995     0.038744997
 0.57719404     0.038884215
 0.5909754     0.038949117
 0.604841     0.03893711
 0.6187874     0.038845565
 0.63281196     0.03867189
 0.6469114     0.038413458
 0.66108286     0.038067665
 0.67532337     0.03763191
 0.6896298     0.03710356
 0.7039994     0.036480036
 0.71842885     0.035758704
 0.73291534     0.034936965
 0.7474558     0.034012206
 0.7620473     0.032981813
 0.7766867     0.03184319
 0.7913713     0.03059371
 0.80609775     0.02923077
 0.82086325     0.027751764
 0.8356647     0.026154077
 0.85049915     0.024435101
 0.86536366     0.022592224
 0.8802551     0.02062284
 0.8951706     0.018524334
 0.9101071     0.016294098
 0.9250616     0.0139295235
 0.94003105     0.011427999
 0.95501256     0.008786915
 0.970003     0.006003662
 0.98499954     0.0030756288
 0.999999     2.0652978E-7
